name,year,km_driven,fuel,seller_type,transmission,owner,age,brand,km_per_year
Hyundai Accent GLE CNG,2010,90000,CNG,Individual,Manual,Second Owner,15,Hyundai,6000.0
Audi Q5 2.0 TDI,2015,35000,Diesel,Individual,Automatic,First Owner,10,Audi,3500.0
Ford Aspire Titanium Plus BSIV,2015,17100,Petrol,Dealer,Manual,Second Owner,10,Ford,1710.0
Mahindra Verito 1.5 D4 BSIV,2012,172000,Diesel,Individual,Manual,Second Owner,13,Mahindra,13230.76923076923
Maruti Baleno Alpha,2019,16000,Petrol,Individual,Manual,First Owner,6,Maruti,2666.6666666666665
Maruti Swift Dzire VDI,2017,90000,Diesel,Individual,Manual,First Owner,8,Maruti,11250.0
Renault KWID RXL,2019,40000,Petrol,Individual,Manual,First Owner,6,Renault,6666.666666666667
Mahindra Xylo D2 Maxx,2014,170000,Diesel,Individual,Manual,First Owner,11,Mahindra,15454.545454545454
Mahindra TUV 300 T10 Dual Tone,2018,40000,Diesel,Individual,Manual,First Owner,7,Mahindra,5714.285714285715
Mahindra XUV500 AT W10 AWD,2017,15000,Diesel,Individual,Automatic,Second Owner,8,Mahindra,1875.0
Datsun GO Plus T Option BSIV,2018,19000,Petrol,Individual,Manual,Second Owner,7,Datsun,2714.285714285714
Hyundai EON D Lite Plus,2013,13500,Petrol,Individual,Manual,First Owner,12,Hyundai,1125.0
Mahindra KUV 100 D75 K4 Plus 5Str,2016,31367,Diesel,Dealer,Manual,First Owner,9,Mahindra,3485.222222222222
Mahindra Thar CRDe,2018,20000,Diesel,Individual,Manual,First Owner,7,Mahindra,2857.1428571428573
Hyundai Creta 1.6 SX Automatic Diesel,2015,54634,Diesel,Trustmark Dealer,Automatic,Second Owner,10,Hyundai,5463.4
Maruti Wagon R VXI Optional,2015,60000,Petrol,Individual,Manual,Second Owner,10,Maruti,6000.0
Hyundai i10 Magna 1.1 iTech SE,2015,48000,Petrol,Dealer,Manual,First Owner,10,Hyundai,4800.0
Tata Winger Deluxe - Hi Roof (AC),2011,180000,Diesel,Individual,Manual,Third Owner,14,Tata,12857.142857142857
Tata Indica DLE,2006,120000,Diesel,Individual,Manual,Second Owner,19,Tata,6315.789473684211
Maruti Baleno Alpha 1.2,2018,11174,Petrol,Dealer,Manual,First Owner,7,Maruti,1596.2857142857142
Toyota Fortuner 4x2 AT,2014,99000,Diesel,Individual,Automatic,First Owner,11,Toyota,9000.0
Mahindra Xylo D2,2011,140000,Diesel,Individual,Manual,Second Owner,14,Mahindra,10000.0
Ford Figo 1.2P Titanium MT,2019,25000,Petrol,Individual,Manual,First Owner,6,Ford,4166.666666666667
Maruti Wagon R LXI Minor,2007,80000,Petrol,Individual,Manual,Second Owner,18,Maruti,4444.444444444444
Maruti Swift VDI,2016,55000,Diesel,Dealer,Manual,First Owner,9,Maruti,6111.111111111111
Hyundai Verna 1.6 SX CRDi (O),2012,110000,Diesel,Individual,Manual,Second Owner,13,Hyundai,8461.538461538461
Maruti Baleno Zeta,2020,1100,Petrol,Individual,Manual,First Owner,5,Maruti,220.0
Maruti Wagon R LXI,2005,80000,Petrol,Individual,Manual,First Owner,20,Maruti,4000.0
Maruti Swift Dzire VDi,2011,190000,Diesel,Individual,Manual,Third Owner,14,Maruti,13571.42857142857
Hyundai Verna 1.6 SX VTVT,2013,59319,Petrol,Dealer,Manual,First Owner,12,Hyundai,4943.25
Volkswagen Polo 1.5 TDI Trendline,2014,81358,Diesel,Dealer,Manual,First Owner,11,Volkswagen,7396.181818181818
Maruti Alto 800 LXI,2015,15000,Petrol,Individual,Manual,Second Owner,10,Maruti,1500.0
Ford Figo Petrol ZXI,2012,30000,Petrol,Individual,Manual,Third Owner,13,Ford,2307.6923076923076
Tata Indigo LS,2008,90000,Diesel,Individual,Manual,First Owner,17,Tata,5294.117647058823
Audi Q5 2.0 TFSI Quattro Premium Plus,2014,62237,Petrol,Dealer,Automatic,First Owner,11,Audi,5657.909090909091
Renault Duster 85PS Diesel RxL Optional,2013,45000,Diesel,Individual,Manual,First Owner,12,Renault,3750.0
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,90000,Diesel,Individual,Manual,Third Owner,10,Mahindra,9000.0
Hyundai EON Sportz,2016,30000,Petrol,Individual,Manual,First Owner,9,Hyundai,3333.3333333333335
Hyundai i20 1.2 Sportz,2012,90000,Petrol,Individual,Manual,Third Owner,13,Hyundai,6923.076923076923
Tata Indica Vista Quadrajet LX,2011,10000,Diesel,Individual,Manual,Second Owner,14,Tata,714.2857142857143
Toyota Innova 2.5 V Diesel 7-seater,2011,160000,Diesel,Individual,Manual,Second Owner,14,Toyota,11428.57142857143
Hyundai Grand i10 1.2 Kappa Magna AT,2017,19890,Petrol,Dealer,Automatic,First Owner,8,Hyundai,2486.25
Maruti Alto LXi BSII,2002,80000,Petrol,Individual,Manual,Fourth & Above Owner,23,Maruti,3478.2608695652175
Honda City 1.5 GXI,2005,150000,Petrol,Individual,Manual,Third Owner,20,Honda,7500.0
Maruti Alto 800 LXI,2018,35000,Petrol,Individual,Manual,First Owner,7,Maruti,5000.0
Tata Indigo LX,2011,60000,Diesel,Individual,Manual,Second Owner,14,Tata,4285.714285714285
Maruti Alto LXi,2011,40000,Petrol,Individual,Manual,First Owner,14,Maruti,2857.1428571428573
Hyundai EON Era Plus,2017,20000,Petrol,Individual,Manual,First Owner,8,Hyundai,2500.0
Nissan Sunny XL D,2013,78000,Diesel,Dealer,Manual,First Owner,12,Nissan,6500.0
Maruti Alto 800 LXI,2016,68000,Petrol,Dealer,Manual,First Owner,9,Maruti,7555.555555555556
Ford Ecosport 1.0 Ecoboost Platinum Edition BSIV,2013,45839,Petrol,Dealer,Manual,First Owner,12,Ford,3819.9166666666665
Maruti Ciaz ZDi Plus SHVS,2016,50000,Diesel,Individual,Manual,First Owner,9,Maruti,5555.555555555556
Maruti Alto 800 LXI,2013,87000,Petrol,Individual,Manual,First Owner,12,Maruti,7250.0
Renault KWID 1.0 RXT Optional,2016,20000,Petrol,Individual,Manual,First Owner,9,Renault,2222.222222222222
Nissan Terrano XL 85 PS,2014,27000,Diesel,Dealer,Manual,First Owner,11,Nissan,2454.5454545454545
Hyundai i10 Magna 1.1,2008,90000,Petrol,Individual,Manual,Third Owner,17,Hyundai,5294.117647058823
Maruti Swift VDI,2013,125000,Diesel,Individual,Manual,Second Owner,12,Maruti,10416.666666666666
Maruti Swift VDI Optional,2016,40000,Diesel,Individual,Manual,First Owner,9,Maruti,4444.444444444444
Maruti Swift Dzire 1.2 Vxi BSIV,2014,52000,Petrol,Dealer,Manual,Second Owner,11,Maruti,4727.272727272727
Maruti Ciaz ZDi,2014,90000,Diesel,Dealer,Manual,Second Owner,11,Maruti,8181.818181818182
Skoda Superb Elegance 2.0 TDI CR AT,2015,80000,Diesel,Individual,Automatic,Second Owner,10,Skoda,8000.0
Mahindra Scorpio SLE BSIV,2014,100000,Diesel,Individual,Manual,Second Owner,11,Mahindra,9090.90909090909
Hyundai Grand i10 CRDi Asta,2015,70000,Diesel,Individual,Manual,First Owner,10,Hyundai,7000.0
Datsun RediGO T Option,2017,40000,Petrol,Individual,Manual,First Owner,8,Datsun,5000.0
Tata Altroz XZ,2020,10000,Petrol,Individual,Manual,First Owner,5,Tata,2000.0
Maruti Swift Dzire 1.2 Vxi BSIV,2012,49000,Petrol,Individual,Manual,Second Owner,13,Maruti,3769.230769230769
Mahindra XUV500 W8 4WD,2012,76290,Diesel,Dealer,Manual,First Owner,13,Mahindra,5868.461538461538
Jaguar XF 5.0 Litre V8 Petrol,2012,66363,Petrol,Dealer,Automatic,Second Owner,13,Jaguar,5104.846153846154
Hyundai Creta 1.6 VTVT AT SX Plus,2018,11700,Petrol,Dealer,Automatic,First Owner,7,Hyundai,1671.428571428571
Maruti Swift Dzire VDI,2015,50000,Diesel,Individual,Manual,First Owner,10,Maruti,5000.0
Renault KWID RXT Optional,2017,40000,Petrol,Individual,Manual,First Owner,8,Renault,5000.0
Honda Jazz 1.2 V i VTEC,2016,31200,Petrol,Dealer,Manual,First Owner,9,Honda,3466.6666666666665
Mahindra Jeep CL 500 MDI,1997,120000,Diesel,Individual,Manual,Third Owner,28,Mahindra,4285.714285714285
Maruti Ertiga SHVS ZDI,2016,58000,Diesel,Dealer,Manual,First Owner,9,Maruti,6444.444444444444
Tata Indigo TDI,2009,120000,Diesel,Individual,Manual,Third Owner,16,Tata,7500.0
Volkswagen Polo Petrol Highline 1.2L,2010,45143,Petrol,Dealer,Manual,Second Owner,15,Volkswagen,3009.5333333333333
Tata Indica LXI,2004,46000,Petrol,Individual,Manual,Second Owner,21,Tata,2190.4761904761904
Maruti 800 Std,2013,60000,Petrol,Individual,Manual,First Owner,12,Maruti,5000.0
Honda City i VTEC VX,2017,41000,Petrol,Dealer,Manual,First Owner,8,Honda,5125.0
Maruti Alto 800 VXI,2014,90000,Petrol,Individual,Manual,First Owner,11,Maruti,8181.818181818182
Hyundai Grand i10 1.2 CRDi Sportz Option,2017,27005,Diesel,Dealer,Manual,First Owner,8,Hyundai,3375.625
Honda City i VTEC V,2014,50000,Petrol,Individual,Manual,First Owner,11,Honda,4545.454545454545
Mahindra Bolero DI DX 7 Seater,2001,100000,Diesel,Individual,Manual,Third Owner,24,Mahindra,4166.666666666667
Maruti Alto K10 VXI,2018,22155,Petrol,Individual,Manual,First Owner,7,Maruti,3165.0
Honda City i DTEC SV,2014,71318,Diesel,Dealer,Manual,First Owner,11,Honda,6483.454545454545
Tata Indica DLS,2006,300000,Diesel,Individual,Manual,Second Owner,19,Tata,15789.473684210529
Datsun GO T Petrol,2015,32686,Petrol,Dealer,Manual,First Owner,10,Datsun,3268.6
Maruti Wagon R LXI BSIII,2005,65000,Petrol,Individual,Manual,Second Owner,20,Maruti,3250.0
Tata Indica Vista Quadrajet LS,2012,140000,Diesel,Individual,Manual,First Owner,13,Tata,10769.23076923077
Hyundai Grand i10 1.2 CRDi Asta,2019,8000,Diesel,Individual,Manual,First Owner,6,Hyundai,1333.3333333333333
Skoda Laura Ambiente 1.9 PD,2007,181000,Diesel,Individual,Manual,Fourth & Above Owner,18,Skoda,10055.555555555557
Maruti Swift 1.2 DLX,2018,35000,Petrol,Individual,Manual,First Owner,7,Maruti,5000.0
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011,200000,Diesel,Individual,Manual,Third Owner,14,Toyota,14285.714285714286
Maruti Alto K10 VXI,2017,50000,Petrol,Individual,Manual,Second Owner,8,Maruti,6250.0
Tata Zest Quadrajet 1.3,2016,70000,Diesel,Individual,Manual,First Owner,9,Tata,7777.777777777777
Hyundai Accent GLE 1,1999,90000,Petrol,Individual,Manual,Fourth & Above Owner,26,Hyundai,3461.5384615384614
Hyundai Verna 1.6 SX,2012,235000,Diesel,Individual,Manual,Second Owner,13,Hyundai,18076.92307692308
Hyundai Santro LP zipPlus,2001,50000,Petrol,Individual,Manual,Third Owner,24,Hyundai,2083.3333333333335
Hyundai i20 1.4 CRDi Asta,2012,70000,Diesel,Individual,Manual,First Owner,13,Hyundai,5384.615384615385
Mahindra XUV500 W7 BSIV,2019,10000,Diesel,Individual,Manual,First Owner,6,Mahindra,1666.6666666666667
Datsun GO T BSIV,2014,58000,Petrol,Individual,Manual,First Owner,11,Datsun,5272.727272727273
Mahindra Xylo D2,2009,120000,Diesel,Individual,Manual,Second Owner,16,Mahindra,7500.0
Tata Indica Vista TDI LS,2013,180000,Diesel,Individual,Manual,Third Owner,12,Tata,15000.0
Renault KWID 1.0 RXT Optional,2017,30000,Petrol,Individual,Manual,First Owner,8,Renault,3750.0
Hyundai Grand i10 1.2 Kappa Asta,2019,10000,Petrol,Individual,Manual,First Owner,6,Hyundai,1666.6666666666667
Maruti Swift Dzire VXi,2009,80659,Petrol,Dealer,Manual,First Owner,16,Maruti,5041.1875
Tata Tiago 1.2 Revotron XZ,2018,4000,Petrol,Individual,Manual,First Owner,7,Tata,571.4285714285714
Maruti Omni CNG,2007,100000,CNG,Individual,Manual,Fourth & Above Owner,18,Maruti,5555.555555555556
Toyota Etios 1.5 V,2016,35000,Petrol,Individual,Manual,First Owner,9,Toyota,3888.8888888888887
Renault Duster 85PS Diesel RxL Plus,2015,90000,Diesel,Individual,Manual,Second Owner,10,Renault,9000.0
Honda City i-DTEC V,2017,25000,Diesel,Individual,Manual,First Owner,8,Honda,3125.0
Chevrolet Cruze LT,2012,44500,Diesel,Dealer,Manual,Second Owner,13,Chevrolet,3423.076923076923
Maruti Alto 800 LXI,2012,90000,Petrol,Individual,Manual,Third Owner,13,Maruti,6923.076923076923
Maruti Alto K10 VXI,2019,5000,Petrol,Individual,Manual,First Owner,6,Maruti,833.3333333333334
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,80000,Diesel,Individual,Manual,Third Owner,12,Toyota,6666.666666666667
Mahindra Scorpio M2DI,2013,150000,Diesel,Individual,Manual,First Owner,12,Mahindra,12500.0
Maruti 800 DX,2003,35000,Petrol,Individual,Manual,First Owner,22,Maruti,1590.909090909091
Hyundai Elite i20 Asta Option CVT BSIV,2019,3000,Petrol,Individual,Automatic,First Owner,6,Hyundai,500.0
Hyundai Creta 1.4 CRDi Base,2018,70000,Diesel,Individual,Manual,Second Owner,7,Hyundai,10000.0
Tata Indica GLS BS IV,2006,100000,Petrol,Individual,Manual,Second Owner,19,Tata,5263.1578947368425
Maruti Alto LXi BSIII,2010,25000,Petrol,Individual,Manual,First Owner,15,Maruti,1666.6666666666667
Mahindra Marazzo M2 8Str,2019,20000,Diesel,Individual,Manual,First Owner,6,Mahindra,3333.3333333333335
Mahindra Scorpio VLS AT 2.2 mHAWK,2010,186000,Diesel,Individual,Automatic,Second Owner,15,Mahindra,12400.0
Hyundai i10 Magna 1.2,2009,80000,Petrol,Individual,Manual,Second Owner,16,Hyundai,5000.0
Ford EcoSport 1.5 TDCi Titanium BSIV,2018,21394,Diesel,Dealer,Manual,First Owner,7,Ford,3056.285714285714
Mahindra XUV500 W6 2WD,2017,40000,Diesel,Individual,Manual,First Owner,8,Mahindra,5000.0
Hyundai i10 Sportz,2011,50000,Petrol,Individual,Manual,First Owner,14,Hyundai,3571.4285714285716
Maruti Alto LXi,2011,60000,Petrol,Individual,Manual,Third Owner,14,Maruti,4285.714285714285
Maruti Swift VDI,2011,50000,Diesel,Individual,Manual,Second Owner,14,Maruti,3571.4285714285716
Maruti Zen VX,2001,86000,Petrol,Individual,Manual,Second Owner,24,Maruti,3583.3333333333335
Hyundai EON Magna,2012,53122,Petrol,Dealer,Manual,Second Owner,13,Hyundai,4086.307692307693
Maruti Alto LX,2006,100000,Petrol,Individual,Manual,Third Owner,19,Maruti,5263.1578947368425
Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,70000,Diesel,Individual,Manual,First Owner,11,Toyota,6363.636363636364
Tata Indica Vista Terra 1.4 TDI,2011,80000,Diesel,Individual,Manual,First Owner,14,Tata,5714.285714285715
Tata Indigo TDI,2013,125000,Diesel,Individual,Manual,First Owner,12,Tata,10416.666666666666
Mahindra Quanto C6,2013,110000,Diesel,Individual,Manual,First Owner,12,Mahindra,9166.666666666666
Hyundai Santro Sportz AMT,2019,5007,Petrol,Dealer,Automatic,First Owner,6,Hyundai,834.5
Maruti Ciaz VDi Plus SHVS,2016,51000,Diesel,Dealer,Manual,First Owner,9,Maruti,5666.666666666667
Honda Jazz V,2019,4000,Petrol,Individual,Manual,First Owner,6,Honda,666.6666666666666
Maruti Wagon R VXI BS IV,2018,14000,Petrol,Dealer,Manual,First Owner,7,Maruti,2000.0
Maruti Alto K10 VXI,2016,30000,Petrol,Individual,Manual,First Owner,9,Maruti,3333.3333333333335
Maruti Baleno Alpha 1.3,2017,70000,Diesel,Individual,Manual,First Owner,8,Maruti,8750.0
Maruti Swift Dzire VDI,2014,79350,Diesel,Individual,Manual,Second Owner,11,Maruti,7213.636363636364
Maruti Celerio ZXI,2017,35000,Petrol,Individual,Manual,First Owner,8,Maruti,4375.0
Chevrolet Optra Magnum 2.0 LS,2011,120000,Diesel,Individual,Manual,First Owner,14,Chevrolet,8571.42857142857
Skoda Superb 1.8 TFSI MT,2010,80000,Petrol,Individual,Manual,First Owner,15,Skoda,5333.333333333333
Fiat Linea 1.3 Emotion,2014,131365,Diesel,Individual,Manual,First Owner,11,Fiat,11942.272727272728
Mahindra KUV 100 G80 K2,2018,30000,Petrol,Individual,Manual,Second Owner,7,Mahindra,4285.714285714285
Maruti Swift VDI,2012,296823,Diesel,Individual,Manual,First Owner,13,Maruti,22832.53846153846
Honda City 1.5 V MT,2010,115000,Petrol,Individual,Manual,Second Owner,15,Honda,7666.666666666667
Ford Fiesta 1.5 TDCi Titanium,2012,92000,Diesel,Dealer,Manual,Third Owner,13,Ford,7076.923076923077
Maruti Baleno Delta 1.3,2017,20000,Diesel,Individual,Manual,First Owner,8,Maruti,2500.0
Maruti Swift Dzire VDI,2018,20000,Diesel,Individual,Manual,First Owner,7,Maruti,2857.1428571428573
Toyota Etios Liva 1.2 VX,2017,6480,Petrol,Trustmark Dealer,Manual,First Owner,8,Toyota,810.0
Honda Jazz 1.5 VX i DTEC,2016,121764,Diesel,Dealer,Manual,First Owner,9,Honda,13529.333333333334
Renault KWID RXT,2016,60000,Petrol,Individual,Manual,Second Owner,9,Renault,6666.666666666667
Ford Figo Aspire 1.5 TDCi Titanium,2017,49957,Diesel,Dealer,Manual,First Owner,8,Ford,6244.625
Mahindra XUV500 W7,2018,58000,Diesel,Individual,Manual,First Owner,7,Mahindra,8285.714285714286
Maruti Ciaz 1.4 Zeta,2017,46000,Petrol,Individual,Manual,First Owner,8,Maruti,5750.0
Toyota Etios GD,2015,75000,Diesel,Dealer,Manual,Second Owner,10,Toyota,7500.0
Hyundai Santro Xing XG AT,2006,90000,Petrol,Individual,Automatic,Second Owner,19,Hyundai,4736.8421052631575
Volkswagen Vento Diesel Highline,2011,65000,Diesel,Individual,Manual,Second Owner,14,Volkswagen,4642.857142857143
Maruti Swift Dzire VDI,2017,40000,Diesel,Individual,Manual,Second Owner,8,Maruti,5000.0
Skoda Laura 1.9 TDI MT Ambiente,2010,160000,Diesel,Individual,Manual,First Owner,15,Skoda,10666.666666666666
Tata Indigo TDI,2013,70000,Diesel,Individual,Manual,Second Owner,12,Tata,5833.333333333333
Honda WR-V i-VTEC VX,2017,25552,Petrol,Dealer,Manual,Second Owner,8,Honda,3194.0
Fiat Linea 1.3 Multijet Emotion,2015,113600,Diesel,Individual,Manual,First Owner,10,Fiat,11360.0
Mahindra Jeep Classic,1999,2020,Diesel,Individual,Manual,Second Owner,26,Mahindra,77.6923076923077
Mahindra Renault Logan 1.5 DLS,2008,213000,Diesel,Individual,Manual,First Owner,17,Mahindra,12529.411764705885
Hyundai Grand i10 Magna,2015,25000,Petrol,Individual,Manual,Third Owner,10,Hyundai,2500.0
Hyundai Accent Executive CNG,2010,110000,CNG,Individual,Manual,First Owner,15,Hyundai,7333.333333333333
Mahindra Verito 1.5 D4 BSIV,2015,90000,Diesel,Individual,Manual,First Owner,10,Mahindra,9000.0
Maruti Alto 800 LXI,2019,10000,Petrol,Individual,Manual,First Owner,6,Maruti,1666.6666666666667
Audi Q3 35 TDI Quattro Technology,2017,36000,Diesel,Dealer,Automatic,First Owner,8,Audi,4500.0
Maruti Ertiga ZDI,2012,120000,Diesel,Individual,Manual,Fourth & Above Owner,13,Maruti,9230.76923076923
Toyota Innova 2.5 V Diesel 7-seater,2011,110000,Diesel,Individual,Manual,Third Owner,14,Toyota,7857.142857142857
Maruti Alto 800 LXI,2015,30000,Petrol,Individual,Manual,Second Owner,10,Maruti,3000.0
Tata Nano Twist XT,2015,57000,Petrol,Individual,Manual,First Owner,10,Tata,5700.0
Maruti Wagon R LXI Minor,2007,49000,Petrol,Dealer,Manual,First Owner,18,Maruti,2722.222222222222
Hyundai Verna CRDi,2008,110000,Diesel,Individual,Manual,Second Owner,17,Hyundai,6470.588235294118
Hyundai EON D Lite Plus,2012,70000,Petrol,Individual,Manual,Second Owner,13,Hyundai,5384.615384615385
Hyundai i10 Magna 1.2 iTech SE,2009,60000,Petrol,Individual,Manual,Third Owner,16,Hyundai,3750.0
Maruti Swift VDI,2012,156000,Diesel,Individual,Manual,First Owner,13,Maruti,12000.0
Maruti Swift Dzire VDI,2015,89000,Diesel,Individual,Manual,First Owner,10,Maruti,8900.0
Renault Duster 110PS Diesel RxL,2014,65000,Diesel,Dealer,Manual,First Owner,11,Renault,5909.090909090909
Hyundai EON Magna Optional,2015,20500,Petrol,Individual,Manual,First Owner,10,Hyundai,2050.0
Mahindra KUV 100 mFALCON D75 K8 AW,2016,90000,Diesel,Individual,Manual,First Owner,9,Mahindra,10000.0
Hyundai Verna CRDi SX,2010,120000,Diesel,Individual,Manual,Second Owner,15,Hyundai,8000.0
Maruti Ciaz 1.4 Alpha,2018,20000,Petrol,Individual,Manual,First Owner,7,Maruti,2857.1428571428573
Hyundai i10 Sportz 1.1L,2015,40000,Petrol,Individual,Manual,First Owner,10,Hyundai,4000.0
Fiat Linea Active (Diesel),2011,80000,Diesel,Individual,Manual,Third Owner,14,Fiat,5714.285714285715
Honda City i-DTEC SV,2014,49654,Diesel,Dealer,Manual,First Owner,11,Honda,4514.0
Tata Indica Vista Quadrajet 90 VX,2012,74300,Diesel,Dealer,Manual,First Owner,13,Tata,5715.384615384615
Maruti Wagon R LXI Minor,2010,60000,Petrol,Individual,Manual,Fourth & Above Owner,15,Maruti,4000.0
Maruti 800 AC,2006,70000,Petrol,Individual,Manual,Second Owner,19,Maruti,3684.2105263157896
Fiat Punto 1.3 Emotion,2010,75000,Diesel,Individual,Manual,Third Owner,15,Fiat,5000.0
Maruti Alto LXi,2011,37091,Petrol,Individual,Manual,First Owner,14,Maruti,2649.3571428571427
Tata New Safari DICOR 2.2 VX 4x2,2010,34500,Diesel,Individual,Manual,First Owner,15,Tata,2300.0
Maruti Wagon R VXI Minor ABS,2010,50000,Petrol,Individual,Manual,First Owner,15,Maruti,3333.3333333333335
Renault Scala Diesel RxL,2015,60000,Diesel,Dealer,Manual,First Owner,10,Renault,6000.0
Maruti Wagon R LXI,2005,70000,Petrol,Individual,Manual,Second Owner,20,Maruti,3500.0
Ford Figo Diesel ZXI,2014,100000,Diesel,Individual,Manual,Second Owner,11,Ford,9090.90909090909
Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,77000,Diesel,Dealer,Manual,First Owner,11,Ford,7000.0
Maruti Swift VDI BSIV,2014,90000,Diesel,Individual,Manual,First Owner,11,Maruti,8181.818181818182
Volvo XC60 D3 Kinetic,2012,115992,Diesel,Dealer,Automatic,Third Owner,13,Volvo,8922.461538461539
Mahindra Bolero DI,2007,50000,Diesel,Individual,Manual,First Owner,18,Mahindra,2777.777777777778
Hyundai i10 Era 1.1,2009,120000,Petrol,Individual,Manual,Second Owner,16,Hyundai,7500.0
Datsun GO Plus Remix Limited Edition,2016,35000,Petrol,Individual,Manual,First Owner,9,Datsun,3888.8888888888887
Maruti Alto LXi,2006,100000,Petrol,Individual,Manual,Second Owner,19,Maruti,5263.1578947368425
Mahindra Bolero SLX,2010,50000,Diesel,Individual,Manual,First Owner,15,Mahindra,3333.3333333333335
Skoda Rapid 1.6 TDI PRESTIGE,2013,88000,Diesel,Individual,Manual,Second Owner,12,Skoda,7333.333333333333
Ford Ecosport 1.5 DV5 MT Titanium,2014,63356,Diesel,Dealer,Manual,Second Owner,11,Ford,5759.636363636364
Honda Amaze EX i-Dtech,2013,90000,Diesel,Individual,Manual,Second Owner,12,Honda,7500.0
Hyundai i10 Magna,2012,40000,Petrol,Dealer,Manual,First Owner,13,Hyundai,3076.923076923077
