name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,age,brand,km_per_year
Hyundai Grand i10 1.2 CRDi Asta,2018,465000,25000,Diesel,Individual,Manual,First Owner,7,Hyundai,3571.4285714285716
Chevrolet Beat Diesel LT,2011,130000,80000,Diesel,Individual,Manual,Second Owner,14,Chevrolet,5714.285714285715
Datsun GO Plus T Option Petrol,2018,434999,10000,Petrol,Individual,Manual,First Owner,7,Datsun,1428.5714285714287
Hyundai Grand i10 1.2 Kappa Asta,2018,500000,32000,Petrol,Individual,Manual,First Owner,7,Hyundai,4571.428571428572
Maruti Omni MPI STD BSIV,2018,200000,10000,Petrol,Individual,Manual,First Owner,7,Maruti,1428.5714285714287
Maruti Baleno Alpha 1.2,2017,625000,52000,Petrol,Dealer,Manual,First Owner,8,Maruti,6500.0
Ford Fiesta Classic 1.4 SXI Duratorq,2006,110000,120000,Diesel,Individual,Manual,Third Owner,19,Ford,6315.789473684211
Hyundai Elite i20 Asta Option BSIV,2019,800000,11240,Petrol,Individual,Manual,First Owner,6,Hyundai,1873.3333333333333
Hyundai Grand i10 CRDi Magna,2017,490000,66000,Diesel,Dealer,Manual,First Owner,8,Hyundai,8250.0
Maruti Ertiga SHVS ZDI,2017,880000,64000,Diesel,Dealer,Manual,First Owner,8,Maruti,8000.0
Hyundai Santro Xing GL Plus,2013,290000,49000,Petrol,Individual,Manual,First Owner,12,Hyundai,4083.3333333333335
Tata Sumo GX TC 7 Str BSIII,2006,115999,100000,Diesel,Individual,Manual,Second Owner,19,Tata,5263.1578947368425
Renault KWID RXT,2018,360000,26500,Petrol,Individual,Manual,First Owner,7,Renault,3785.714285714286
Maruti 800 AC,2002,65000,100000,Petrol,Individual,Manual,Second Owner,23,Maruti,4347.826086956522
Maruti Vitara Brezza LDi Option,2017,685000,72000,Diesel,Dealer,Manual,First Owner,8,Maruti,9000.0
Honda Jazz S,2009,300000,50000,Petrol,Individual,Manual,First Owner,16,Honda,3125.0
Hyundai i20 1.4 Sportz,2017,680000,44000,Diesel,Dealer,Manual,First Owner,8,Hyundai,5500.0
Maruti Ertiga SHVS ZDI Plus,2017,1000000,60000,Diesel,Individual,Manual,Second Owner,8,Maruti,7500.0
Tata Sumo SE Plus BSIII,2002,100000,120000,Diesel,Individual,Manual,First Owner,23,Tata,5217.391304347826
Mahindra Xylo E4,2010,160000,130000,Diesel,Individual,Manual,First Owner,15,Mahindra,8666.666666666666
Maruti Swift ZDi BSIV,2017,450000,70000,Diesel,Individual,Manual,First Owner,8,Maruti,8750.0
Maruti Ertiga VXI,2014,600000,20000,Petrol,Individual,Manual,First Owner,11,Maruti,1818.1818181818182
Hyundai i20 1.4 Magna ABS,2009,180000,60000,Diesel,Individual,Manual,Second Owner,16,Hyundai,3750.0
Maruti Alto LXi,2007,100000,195000,Petrol,Individual,Manual,First Owner,18,Maruti,10833.333333333334
Maruti Alto LXi,2010,120000,90000,Petrol,Individual,Manual,Second Owner,15,Maruti,6000.0
Hyundai Getz GL,2006,130000,80000,Petrol,Individual,Manual,Third Owner,19,Hyundai,4210.526315789473
Maruti Wagon R LX BS IV,2011,160000,155000,Petrol,Individual,Manual,First Owner,14,Maruti,11071.42857142857
Mahindra Bolero Power Plus SLX,2019,860000,35000,Diesel,Individual,Manual,First Owner,6,Mahindra,5833.333333333333
Hyundai i20 1.2 Spotz,2018,650000,20000,Petrol,Individual,Manual,Second Owner,7,Hyundai,2857.1428571428573
Maruti Wagon R LXI Minor,2010,100000,80000,Petrol,Individual,Manual,Second Owner,15,Maruti,5333.333333333333
Maruti Alto 800 VXI,2017,282000,20000,Petrol,Individual,Manual,First Owner,8,Maruti,2500.0
Hyundai i20 Asta (o),2009,300000,50000,Petrol,Individual,Manual,First Owner,16,Hyundai,3125.0
Hyundai i20 Asta,2010,270000,110000,Petrol,Individual,Manual,Second Owner,15,Hyundai,7333.333333333333
Hyundai Verna 1.6 SX CRDi (O),2013,550000,29000,Diesel,Individual,Manual,First Owner,12,Hyundai,2416.6666666666665
Mahindra Xylo D2 BSIV,2013,450000,120000,Diesel,Individual,Manual,First Owner,12,Mahindra,10000.0
Mahindra Bolero SLX 2WD BSIII,2011,430000,70000,Diesel,Individual,Manual,Second Owner,14,Mahindra,5000.0
Maruti Ertiga VXI ABS,2013,350000,40000,Petrol,Individual,Manual,First Owner,12,Maruti,3333.3333333333335
Honda Brio 1.2 E MT,2017,350000,20000,Petrol,Individual,Manual,First Owner,8,Honda,2500.0
Toyota Etios Liva G,2013,229999,50000,Petrol,Individual,Manual,Second Owner,12,Toyota,4166.666666666667
Maruti Alto 800 LXI,2013,110000,50000,Petrol,Individual,Manual,First Owner,12,Maruti,4166.666666666667
Maruti Swift Dzire 1.2 Vxi BSIV,2012,395000,49000,Petrol,Individual,Manual,Second Owner,13,Maruti,3769.230769230769
Mahindra Scorpio VLS AT 2.2 mHAWK,2011,650000,70000,Diesel,Individual,Automatic,Second Owner,14,Mahindra,5000.0
Mahindra Bolero SLX,2011,350000,90000,Diesel,Individual,Manual,Second Owner,14,Mahindra,6428.571428571428
Mahindra XUV500 W11 Option AWD,2020,1400000,25000,Diesel,Dealer,Manual,First Owner,5,Mahindra,5000.0
Tata Tiago 1.2 Revotron XZ,2018,360000,4000,Petrol,Individual,Manual,First Owner,7,Tata,571.4285714285714
Mahindra Marazzo M8 8Str,2018,1300000,10000,Diesel,Individual,Manual,First Owner,7,Mahindra,1428.5714285714287
Renault Duster 110PS Diesel RxL,2015,800000,15000,Diesel,Individual,Manual,First Owner,10,Renault,1500.0
Hyundai EON Magna Plus,2018,229999,30000,Petrol,Individual,Manual,First Owner,7,Hyundai,4285.714285714285
Maruti Wagon R VXI,2014,315000,41000,Petrol,Dealer,Manual,First Owner,11,Maruti,3727.2727272727275
Chevrolet Spark 1.0 LT,2012,125000,28000,Petrol,Individual,Manual,First Owner,13,Chevrolet,2153.846153846154
Maruti Baleno Alpha,2019,700000,16000,Petrol,Individual,Manual,First Owner,6,Maruti,2666.6666666666665
Hyundai EON 1.0 Kappa Magna Plus,2015,160000,70000,Petrol,Individual,Manual,First Owner,10,Hyundai,7000.0
Ford Figo Aspire 1.2 Ti-VCT Trend,2017,530000,10832,Petrol,Dealer,Manual,First Owner,8,Ford,1354.0
Ford Figo Aspire Facelift,2018,624000,14681,Diesel,Dealer,Manual,First Owner,7,Ford,2097.285714285714
Hyundai i10 Era,2009,250000,50000,Petrol,Individual,Manual,First Owner,16,Hyundai,3125.0
Mahindra Bolero SLX,2016,585000,51000,Diesel,Dealer,Manual,First Owner,9,Mahindra,5666.666666666667
Hyundai Verna 1.4 VTVT,2015,500000,25000,Petrol,Individual,Manual,First Owner,10,Hyundai,2500.0
Chevrolet Sail 1.2 LT ABS,2014,350000,30000,Petrol,Individual,Manual,First Owner,11,Chevrolet,2727.2727272727275
Honda City i-DTEC SV,2014,495000,80000,Diesel,Dealer,Manual,First Owner,11,Honda,7272.727272727273
Hyundai Grand i10 1.2 Kappa Asta,2017,500000,50000,Petrol,Individual,Manual,First Owner,8,Hyundai,6250.0
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,430000,200000,Diesel,Individual,Manual,First Owner,10,Mahindra,20000.0
Hyundai Grand i10 1.2 Kappa Sportz Option,2013,345000,44000,Petrol,Dealer,Manual,First Owner,12,Hyundai,3666.6666666666665
Maruti Baleno Sigma 1.2,2015,500000,10000,Petrol,Individual,Manual,First Owner,10,Maruti,1000.0
Tata Tiago 1.2 Revotron XZ,2019,425000,19600,Petrol,Individual,Manual,First Owner,6,Tata,3266.6666666666665
Maruti Wagon R LXI,2005,80000,40000,Petrol,Individual,Manual,Second Owner,20,Maruti,2000.0
Chevrolet Beat Diesel LS,2011,106000,50000,Diesel,Individual,Manual,First Owner,14,Chevrolet,3571.4285714285716
Maruti A-Star Vxi,2009,180000,46730,Petrol,Individual,Manual,First Owner,16,Maruti,2920.625
Datsun GO A,2015,250000,40000,Petrol,Individual,Manual,Second Owner,10,Datsun,4000.0
Skoda Yeti Ambition 4WD,2011,350000,80000,Diesel,Individual,Manual,First Owner,14,Skoda,5714.285714285715
Maruti Zen LXi BSII,2002,60000,80000,Petrol,Individual,Manual,Second Owner,23,Maruti,3478.2608695652175
Hyundai Verna CRDi 1.6 EX,2018,900000,24000,Diesel,Individual,Manual,First Owner,7,Hyundai,3428.5714285714284
Ford Aspire Titanium Diesel BSIV,2017,700000,21170,Diesel,Dealer,Manual,First Owner,8,Ford,2646.25
BMW 3 Series 320d Sport,2013,2000000,167223,Diesel,Dealer,Automatic,First Owner,12,BMW,13935.25
Maruti Ertiga SHVS ZDI Plus,2017,1000000,40000,Diesel,Individual,Manual,First Owner,8,Maruti,5000.0
BMW X1 sDrive 20d Exclusive,2011,1375000,60000,Diesel,Individual,Automatic,First Owner,14,BMW,4285.714285714285
Toyota Innova Crysta 2.4 VX MT,2016,1800000,141440,Diesel,Dealer,Manual,First Owner,9,Toyota,15715.555555555555
Chevrolet Tavera Neo 3 10 Seats BSIV,2007,160000,120000,Diesel,Individual,Manual,Third Owner,18,Chevrolet,6666.666666666667
Mitsubishi Outlander 2.4,2012,525000,140000,Petrol,Individual,Automatic,First Owner,13,Mitsubishi,10769.23076923077
Mahindra XUV500 W8 2WD,2012,850000,212814,Diesel,Dealer,Manual,First Owner,13,Mahindra,16370.307692307691
Maruti Baleno Alpha 1.3,2019,800000,30000,Diesel,Individual,Manual,First Owner,6,Maruti,5000.0
Ford Figo Aspire 1.5 TDCi Titanium,2017,700000,88635,Diesel,Dealer,Manual,First Owner,8,Ford,11079.375
Maruti Swift Dzire VDI,2018,800000,25000,Diesel,Individual,Manual,First Owner,7,Maruti,3571.4285714285716
Hyundai i20 1.2 Spotz,2017,575000,20000,Petrol,Individual,Manual,Second Owner,8,Hyundai,2500.0
Renault Duster 110PS Diesel RxZ,2012,350000,110000,Diesel,Individual,Manual,Second Owner,13,Renault,8461.538461538461
Maruti Swift Vdi BSIII,2008,250000,120000,Diesel,Individual,Manual,Third Owner,17,Maruti,7058.823529411765
Ford Endeavour Titanium 4X2,2011,600000,149674,Diesel,Dealer,Manual,Second Owner,14,Ford,10691.0
Mahindra Scorpio 2.6 Turbo 9 Str,2007,370000,100000,Diesel,Individual,Manual,Third Owner,18,Mahindra,5555.555555555556
Maruti Baleno Vxi,2006,80000,120000,Petrol,Individual,Manual,Third Owner,19,Maruti,6315.789473684211
Tata Indica DLX,2003,50000,120000,Diesel,Individual,Manual,Second Owner,22,Tata,5454.545454545455
Hyundai Verna CRDi 1.6 EX,2018,900000,25000,Diesel,Individual,Manual,First Owner,7,Hyundai,3571.4285714285716
Maruti Wagon R VXI BS IV,2014,300000,35000,Petrol,Individual,Manual,Second Owner,11,Maruti,3181.818181818182
Tata Indica LSI,2002,125000,40000,Petrol,Individual,Manual,First Owner,23,Tata,1739.1304347826087
Maruti Swift Dzire VDI,2015,490000,60000,Diesel,Individual,Manual,Second Owner,10,Maruti,6000.0
Toyota Etios Liva GD,2012,300000,50000,Diesel,Individual,Manual,Second Owner,13,Toyota,3846.153846153846
Tata Nano STD,2013,55000,25000,Petrol,Individual,Manual,Fourth & Above Owner,12,Tata,2083.3333333333335
Hyundai Grand i10 Sportz,2016,350000,25000,Petrol,Individual,Manual,First Owner,9,Hyundai,2777.777777777778
Hyundai Grand i10 1.2 CRDi Asta,2019,755000,8000,Diesel,Individual,Manual,First Owner,6,Hyundai,1333.3333333333333
Maruti Ertiga SHVS VDI,2017,720000,60000,Diesel,Individual,Manual,First Owner,8,Maruti,7500.0
Mahindra Bolero SLX,2006,229999,200000,Diesel,Individual,Manual,Third Owner,19,Mahindra,10526.315789473685
Mahindra Scorpio S7 140 BSIV,2018,1100000,20000,Diesel,Individual,Manual,First Owner,7,Mahindra,2857.1428571428573
Volkswagen Polo Petrol Comfortline 1.2L,2013,400000,100000,Petrol,Individual,Manual,First Owner,12,Volkswagen,8333.333333333334
Hyundai Xcent 1.1 CRDi Base,2015,350000,70000,Diesel,Individual,Manual,Second Owner,10,Hyundai,7000.0
Chevrolet Beat Diesel PS,2012,159000,68000,Diesel,Dealer,Manual,First Owner,13,Chevrolet,5230.7692307692305
Maruti Swift ZXi BSIV,2017,550000,38000,Petrol,Dealer,Manual,First Owner,8,Maruti,4750.0
Maruti Ritz VDi,2013,335000,80000,Diesel,Dealer,Manual,First Owner,12,Maruti,6666.666666666667
Tata Indigo CS Emax CNG GLX,2014,185000,72000,CNG,Dealer,Manual,First Owner,11,Tata,6545.454545454545
Maruti Eeco 5 STR With AC Plus HTR CNG,2012,229999,75000,CNG,Dealer,Manual,First Owner,13,Maruti,5769.2307692307695
Maruti Estilo LXI,2014,225000,43000,Petrol,Dealer,Manual,First Owner,11,Maruti,3909.090909090909
Maruti Swift VXI with ABS,2007,250000,120000,Petrol,Individual,Manual,Second Owner,18,Maruti,6666.666666666667
Tata Zest Quadrajet 1.3 XM,2015,400000,100000,Diesel,Individual,Manual,First Owner,10,Tata,10000.0
Maruti Swift VDI BSIV,2014,470000,163000,Diesel,Individual,Manual,First Owner,11,Maruti,14818.181818181818
Maruti Alto K10 VXI AGS Optional,2018,300000,25000,Petrol,Individual,Automatic,First Owner,7,Maruti,3571.4285714285716
Maruti Alto LX,2011,145000,25000,Petrol,Individual,Manual,First Owner,14,Maruti,1785.7142857142858
Maruti SX4 Vxi BSIII,2007,100000,90000,Petrol,Individual,Manual,Second Owner,18,Maruti,5000.0
Mahindra Scorpio SLE BSIV,2014,500000,70000,Diesel,Individual,Manual,Second Owner,11,Mahindra,6363.636363636364
Hyundai Santro Xing GLS CNG,2010,130000,98000,CNG,Individual,Manual,Second Owner,15,Hyundai,6533.333333333333
Chevrolet Cruze LTZ,2010,240000,81925,Diesel,Individual,Manual,First Owner,15,Chevrolet,5461.666666666667
Ford Figo Diesel Celebration Edition,2013,150000,80000,Diesel,Individual,Manual,Second Owner,12,Ford,6666.666666666667
Renault KWID RXT Optional,2017,270000,40000,Petrol,Individual,Manual,First Owner,8,Renault,5000.0
Maruti Swift Dzire VDI,2014,400000,90000,Diesel,Individual,Manual,First Owner,11,Maruti,8181.818181818182
Hyundai EON Era Plus,2012,200000,46000,Petrol,Individual,Manual,First Owner,13,Hyundai,3538.4615384615386
Mahindra XUV500 W6 2WD,2012,550000,80000,Diesel,Individual,Manual,First Owner,13,Mahindra,6153.846153846154
Renault KWID 1.0 RXT Optional,2018,325000,35000,Petrol,Individual,Manual,First Owner,7,Renault,5000.0
Skoda Rapid 1.5 TDI AT Style BSIV,2017,860000,82080,Diesel,Individual,Automatic,First Owner,8,Skoda,10260.0
Mahindra XUV500 W8 2WD,2012,600000,200000,Diesel,Individual,Manual,First Owner,13,Mahindra,15384.615384615385
Chevrolet Spark 1.0,2009,125000,70000,Petrol,Individual,Manual,First Owner,16,Chevrolet,4375.0
Maruti 800 AC,2000,60000,40000,Petrol,Individual,Manual,Third Owner,25,Maruti,1600.0
Chevrolet Tavera Neo 3 10 Seats BSIV,2010,300000,120000,Diesel,Individual,Manual,Third Owner,15,Chevrolet,8000.0
Ford Fiesta 1.6 ZXi Duratec,2007,190000,60000,Petrol,Individual,Manual,Third Owner,18,Ford,3333.3333333333335
Maruti Ertiga VDI,2013,400000,110000,Diesel,Individual,Manual,First Owner,12,Maruti,9166.666666666666
Tata Manza Aura Quadrajet BS IV,2011,260000,97000,Diesel,Individual,Manual,Second Owner,14,Tata,6928.571428571428
Maruti Swift VVT VXI,2017,400000,30000,Petrol,Individual,Manual,First Owner,8,Maruti,3750.0
Hyundai i20 Sportz Petrol,2010,250000,40000,Petrol,Individual,Manual,First Owner,15,Hyundai,2666.6666666666665
Hyundai Grand i10 1.2 Kappa Asta,2019,600000,10000,Petrol,Individual,Manual,First Owner,6,Hyundai,1666.6666666666667
Maruti Zen Estilo VXI BSIV,2010,175000,52047,Petrol,Individual,Manual,First Owner,15,Maruti,3469.8
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011,450000,200000,Diesel,Individual,Manual,Third Owner,14,Toyota,14285.714285714286
Tata Tiago 1.2 Revotron XZA,2019,350000,15000,Petrol,Individual,Automatic,Second Owner,6,Tata,2500.0
Maruti Vitara Brezza ZDi,2018,800000,50000,Diesel,Individual,Manual,First Owner,7,Maruti,7142.857142857143
Maruti Swift VXI BSIII,2011,250000,70000,Petrol,Individual,Manual,Second Owner,14,Maruti,5000.0
Maruti Swift VXI BSIV,2019,600000,10000,Petrol,Individual,Manual,First Owner,6,Maruti,1666.6666666666667
Maruti Swift VDI BSIV,2017,600000,90000,Diesel,Individual,Manual,First Owner,8,Maruti,11250.0
Maruti Alto 800 LXI,2016,130000,40000,Petrol,Individual,Manual,First Owner,9,Maruti,4444.444444444444
Maruti Wagon R LXI,2006,90000,62009,Petrol,Individual,Manual,Second Owner,19,Maruti,3263.6315789473683
Hyundai i20 Active 1.2 S,2017,595000,33100,Petrol,Individual,Manual,Second Owner,8,Hyundai,4137.5
Hyundai EON Era Plus,2014,190000,40000,Petrol,Individual,Manual,Second Owner,11,Hyundai,3636.3636363636365
Hyundai Santro GLS I - Euro I,1999,50000,120000,Petrol,Individual,Manual,Second Owner,26,Hyundai,4615.384615384615
Maruti Wagon R LXI Minor,2007,95000,80000,Petrol,Individual,Manual,First Owner,18,Maruti,4444.444444444444
Tata Safari Storme VX,2016,1000000,70000,Diesel,Individual,Manual,First Owner,9,Tata,7777.777777777777
Mahindra Scorpio REV 116,2006,220000,220000,Petrol,Individual,Manual,Second Owner,19,Mahindra,11578.947368421053
Mahindra Bolero SLX,2010,400000,50000,Diesel,Individual,Manual,First Owner,15,Mahindra,3333.3333333333335
Datsun GO Plus A,2015,315000,45000,Petrol,Individual,Manual,Second Owner,10,Datsun,4500.0
Toyota Fortuner 4x4 MT,2014,1000000,110000,Diesel,Individual,Manual,First Owner,11,Toyota,10000.0
Ford Ecosport 1.5 DV5 MT Titanium,2014,500000,49000,Diesel,Individual,Manual,First Owner,11,Ford,4454.545454545455
Mahindra XUV500 W11 AT BSIV,2018,1600000,35000,Diesel,Individual,Automatic,First Owner,7,Mahindra,5000.0
Mahindra Supro VX 8 Str,2017,500000,160000,Diesel,Individual,Manual,First Owner,8,Mahindra,20000.0
Maruti Alto LX,2007,70000,180000,Petrol,Individual,Manual,Third Owner,18,Maruti,10000.0
Maruti 800 AC,2007,105000,60000,Petrol,Individual,Manual,Second Owner,18,Maruti,3333.3333333333335
Ford Endeavour 2.5L 4X2 MT,2008,400000,110000,Diesel,Individual,Manual,Third Owner,17,Ford,6470.588235294118
Maruti Wagon R LXI,2004,80000,60000,Petrol,Individual,Manual,Third Owner,21,Maruti,2857.1428571428573
Maruti Alto 800 VXI,2016,300000,30000,Petrol,Individual,Manual,First Owner,9,Maruti,3333.3333333333335
Mahindra KUV 100 D75 K2,2017,409999,40000,Diesel,Individual,Manual,First Owner,8,Mahindra,5000.0
Maruti Swift Glam,2009,250000,70000,Petrol,Individual,Manual,First Owner,16,Maruti,4375.0
Tata New Safari DICOR 2.2 EX 4x2,2010,250000,120000,Diesel,Individual,Manual,Second Owner,15,Tata,8000.0
Maruti Swift Dzire VDI,2012,215000,80000,Diesel,Individual,Manual,Third Owner,13,Maruti,6153.846153846154
Toyota Fortuner 4x4 MT,2015,1400000,120000,Diesel,Individual,Manual,First Owner,10,Toyota,12000.0
Honda Brio 1.2 VX MT,2018,475000,20000,Petrol,Individual,Manual,First Owner,7,Honda,2857.1428571428573
Honda Brio 1.2 VX MT,2018,475000,22000,Petrol,Individual,Manual,First Owner,7,Honda,3142.8571428571427
Chevrolet Spark 1.0 LS,2008,75000,35000,Petrol,Individual,Manual,Second Owner,17,Chevrolet,2058.823529411765
Chevrolet Sail Hatchback LS ABS,2013,200000,120000,Diesel,Individual,Manual,Second Owner,12,Chevrolet,10000.0
Tata Tiago NRG Petrol,2019,575000,8000,Petrol,Individual,Manual,First Owner,6,Tata,1333.3333333333333
Maruti Ritz VDi,2011,150000,40000,Diesel,Individual,Manual,Second Owner,14,Maruti,2857.1428571428573
Maruti Vitara Brezza ZDi Plus,2018,850000,10000,Diesel,Individual,Manual,First Owner,7,Maruti,1428.5714285714287
Hyundai Santro Era,2019,350000,30000,Petrol,Individual,Manual,First Owner,6,Hyundai,5000.0
Ford Endeavour 2.5L 4X2 MT,2011,550000,54000,Diesel,Individual,Manual,Second Owner,14,Ford,3857.1428571428573
Hyundai Verna 1.4 VTVT,2017,330000,80577,Petrol,Individual,Manual,First Owner,8,Hyundai,10072.125
Honda City i-DTEC V,2017,1044999,25000,Diesel,Individual,Manual,First Owner,8,Honda,3125.0
Hyundai Verna 1.6 CRDI,2011,300000,127500,Diesel,Individual,Manual,Second Owner,14,Hyundai,9107.142857142857
Hyundai EON D Lite Plus,2015,235000,40903,Petrol,Dealer,Manual,First Owner,10,Hyundai,4090.3
Ford Figo Petrol Titanium,2011,120000,60000,Petrol,Individual,Manual,Third Owner,14,Ford,4285.714285714285
Maruti Wagon R VXI,2004,130000,46000,Petrol,Individual,Manual,First Owner,21,Maruti,2190.4761904761904
Ford Endeavour 4x4 XLT,2004,275000,22288,Diesel,Dealer,Manual,Second Owner,21,Ford,1061.3333333333333
Volkswagen Jetta 2.0 TDI Trendline,2011,270000,180000,Diesel,Individual,Manual,Second Owner,14,Volkswagen,12857.142857142857
Volkswagen Polo 1.5 TDI Highline,2015,500000,30000,Diesel,Individual,Manual,Second Owner,10,Volkswagen,3000.0
Hyundai Grand i10 Sportz,2015,400000,61690,Petrol,Dealer,Manual,First Owner,10,Hyundai,6169.0
Hyundai i20 Asta 1.2,2015,600000,64484,Petrol,Dealer,Manual,First Owner,10,Hyundai,6448.4
Audi Q5 2.0 TDI,2012,1350000,90000,Diesel,Individual,Automatic,Second Owner,13,Audi,6923.076923076923
Renault Duster 85PS Diesel RxE,2013,400000,75976,Diesel,Dealer,Manual,Second Owner,12,Renault,6331.333333333333
Ford Figo Diesel Titanium,2011,220000,70000,Diesel,Individual,Manual,Second Owner,14,Ford,5000.0
Honda Brio E MT,2012,300000,85962,Petrol,Dealer,Manual,Second Owner,13,Honda,6612.461538461538
Maruti Omni E MPI STD BS IV,2018,250000,120000,Petrol,Individual,Manual,First Owner,7,Maruti,17142.85714285714
Honda Mobilio V i DTEC,2015,600000,120000,Diesel,Individual,Manual,First Owner,10,Honda,12000.0
Honda Brio S Option AT,2012,285000,75000,Petrol,Individual,Automatic,Second Owner,13,Honda,5769.2307692307695
Honda Accord 2.4 MT,2009,350000,57035,Petrol,Dealer,Manual,First Owner,16,Honda,3564.6875
Mahindra Bolero SLX,2011,170000,70000,Diesel,Individual,Manual,Third Owner,14,Mahindra,5000.0
Ford Figo 1.2P Ambiente MT,2015,229999,45000,Petrol,Individual,Manual,First Owner,10,Ford,4500.0
Mahindra XUV500 W6 2WD,2013,500000,72104,Diesel,Dealer,Manual,Second Owner,12,Mahindra,6008.666666666667
Tata Nano Lx,2011,75000,15000,Petrol,Individual,Manual,First Owner,14,Tata,1071.4285714285713
Hyundai i20 Active 1.2 SX,2016,600000,30000,Petrol,Individual,Manual,First Owner,9,Hyundai,3333.3333333333335
